,phrase,target
910,action follows personnel negotiations concerning elcoteq se finnish branch elcoteq finland oy elcoteq design center oy,neutral
911,stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry,neutral
912,could us time said,neutral
913,elcoteq se listed nasdaq omx helsinki ltd,neutral
914,technopolis approximately customer companies jyvaskyla,neutral
915,peigs www peigs se become part sardus latta maltider light meals unit,neutral
916,following registration share capital biotie eur,neutral
917,company release results february,neutral
918,filter tips cover volume range l including new sizes l volume capacities,neutral
919,total investment vantaa plant extension amount around million euro okmetic share investments worth around million,neutral
920,group profit taxes eur million,neutral
921,vacon controls company via investment fund power fund eur usd,neutral
922,previously company expected financial performance remain level,neutral
923,total surveillance cameras handled managed according variety needs company said,neutral
924,cs cabot exports production mainly goodyear bridgestone michelin plants poland well germany michelin italy pirelli company logistics center paris stefan said,neutral
925,mobile communication wireless broadband provider nokia inc nyse nok today set new financial targets forecasts nokia mobile device industry also nokia siemens networks mobile fixed infrastructure related services market,neutral
926,chs expo freight major finnish fair exhibition culture logistics company provides logistics services various events land air sea,neutral
927,sunk depth metres fixed bottom mud vacuum,neutral
928,cents profile contains business operations company history major products services prospects key competitors structure key employees locations subsidiaries,neutral
929,okmetic board directors also decided new share ownership program directed company top management,neutral
930,works include laying natural stone pavements installation underground heating surface water drainage systems,neutral
931,major part deliveries include different ac cxe amplifier solutions products belgian dinh telecom broadband solutions company acquired teleste spring,neutral
932,selling consortium includes funds managed oko bank venture capital unit bio fund management finnish industry investment government owned investment group,neutral
933,fixed acquisition price amounts nok approximately eur million additional price nok eur million maximum,neutral
934,contract involves refurbishing bathrooms units well re plumbing water sewer pipes,neutral
935,bavaria industriekapital ag revenues eur million ebitda eur million,neutral
936,copying republication redistribution afx news content inculding framing similar means expressly prohibited without prior written consent afx news,neutral
937,suomen paikallissanomat oy part alma media group currently publishes local newspapers across finland,neutral
938,license agreement nokia corp part expires april,neutral
939,london afx uk european brokers recommendations issued today collated afx news range market sources,neutral
940,activities range development natural resources retailed marketing finished products,neutral
941,company eur bn assets counts among five largest shareholders finnish insurers ilmarinen varma well finnish state pension fund ver,neutral
942,subscribe magazine,neutral
943,rautalinko resposnible also mobility services job division continued marek hintze,neutral
944,proposal board directors issuance option rights otherwise correspond proposal board directors notice general meeting,neutral
945,eur m contract includes design construction works,neutral
946,offer customers solutions based renewable raw materials,neutral
947,neste oil refineries combined crude oil refining capacity approximately barrels day,neutral
948,product range includes marinated olives cold cuts pates example,neutral
949,net investment incom,neutral
950,second variant offers complete final finishing selected apartment foreign high quality materials finland denmark germany france,neutral
951,according finnair technical services measure due employment situation,neutral
952,could us,neutral
953,market share percent according ac nielsen data,neutral
954,subscription period amer sports warrant scheme end december,neutral
955,includes company brand share data category well distribution channel data,neutral
956,contract covers manufacturing surface treatment installation steel structures,neutral
957,koduextra operating retail chain stores controlled finnish non food center ky rukax oy scan tukka oy,neutral
958,annual capacity mw,neutral
959,event followed on line via orion finnish homepage www orion fi well via kauppalehti live web service www kauppalehti fi live,neutral
960,image data produced browser phone server converted bitmapped image sent handset display,neutral
961,raute listed nordic exchange helsinki,neutral
962,basware invoice processing basware contract matching basware order matching basware kpi reporting tool part basware enterprise purchase pay product suite,neutral
963,u s federal government putting stake ground vendors customers focused meeting deadline,neutral
964,estonia agriculture minister helir valdor seeder finland two day visit course meet finnish counterpart sirkka liisa anttila,neutral
965,featuring user interface gram model also comes inch quarter vga display megabytes internal memory expandable micro secure digital slot,neutral
966,order includes log handling line peeling line drying line production parquet base layer veneer plyfa hassela mill central sweden,neutral
967,participants book discussions special events visitors car dealership eligible enter drawing silver four door altima,neutral
968,business area operations finland sweden denmark estonia latvia lithuania,neutral
969,catalysts segment includes refinery catalysts polyolefin catalysts product categories,neutral
970,cost deal could range million million euros depending financial results two companies statement says,neutral
971,facility lettable area sq plot plant located ratasmaki business park purchased city forssa,neutral
972,mr koistinen joins nokia siemens networks held various senior sales management business development positions since,neutral
973,invention released patent office said chambers pressurized,neutral
974,address location provided local controller preferably wireless transmission uses address location access appliance control module,neutral
975,report oriola kd chief executive officer eero hautaniemi,neutral
976,port facilities throughput teus mln tons general cargo,neutral
977,increase number shares based option rights granted management company stock option plan,neutral
978,country finland sector construction real estate target pohjolan design talo oy buyer capman oyj vendor ruukki group oyj deal size usd type divestment status agree,neutral
979,aug curbed delivered newstex latest racked covering shopping retail sidewalks,neutral
980,could,neutral
981,addition verification identity digital signatures new state approved mobile id enables cast votes elections well,neutral
982,new organization consists two business units charging messaging finance administration,neutral
983,key geographical markets europe russian federation middle east south africa japan,neutral
984,teleste offices worldwide listed nordic exchange helsinki,neutral
985,taking cue playbook east dillon lions created special team heavy hitting style players boot cut jeans tummy tops course cowboy boots,neutral
986,business gross written premiums eur net combined ratio staff total offices uk germany benelux,neutral
987,jon risfelt previously held operational executive positions europolitan ericsson sas american express card travel divisions well nyman schultz ceo vodafone sweden ceo gambro renal products ceo,neutral
988,divested activities net sales eur million operating profit eur million,neutral
989,maximum number new shares offered million,neutral
990,casing comprises first side casing member provided first side vat segment second side casing member provided second side vat segment least first side casing member pivotable rotation axis,neutral
991,evraz group shares owned lanebrook whose beneficiaries one hand millhouse holding company assets billionaire roman abramovich business partners evraz executives alexander abramov alexander frolov,neutral
992,eq bank forecasts olvi net sales eur mn second quarter operating profit eur mn,neutral
993,identity buyer yet known,neutral
994,present position director stockmann international department stores,neutral
995,companies evaluated report include aladdin ca f secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed websense,neutral
996,company website www ahlstrom com,neutral
997,sellers founders company,neutral
998,issues identified stonesoft affect range content inspection technology,neutral
999,exel wants serve industrial customers individual products,neutral
1000,stora due release fourth quarter full year earnings feb,neutral
1001,polish business employs people net sales eur mn,neutral
1002,issue came connection discussion local municipalities concerning sale water industrial facilities,neutral
1003,aforementioned shareholders informed propose annual general meeting number members board directors shall five besides present members board directors also mr lassi noponen shall elected board directors,neutral
1004,according latest information benefon launch twig device september,neutral
1005,financing project come mainly china,neutral
1006,figure include food exports finland,neutral
1007,latest date registration april,neutral
1008,year personal entertainment plays significant role determining whether fitness facility workout experience pleasurable chore said brian wilson director marketing precor entertainment services division,neutral
1009,r loan,neutral
1010,finnlines six ships construction china deliveries scheduled first quarter final quarter,neutral
1011,lieksaare oy earlier regarded control saarelainen oy individual shareholders shareholder agreement,neutral
1012,mr doring eaton since acted business unit manager eaton power controls business unit since january,neutral
1013,volume focus already outside finland group products made poland baltic countries,neutral
1014,total million invested project,neutral
1015,company also equipped sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system,neutral
1016,deal includes rental equipment related merchandise rental contract depot two employees company said,neutral
1017,changes take effect january estimated impact number employees,neutral
1018,professional consumer applications include personal navigation personal safety field workflow management asset tracking,neutral
1019,eur mn net interest income,neutral
1020,report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc k s group ryobi technologies inc scotts miracle gro company van group inc,neutral
1021,contractor shopping center china state construction engineering corporation previously built e g airports hotels factories large international customers different parts world,neutral
1022,finnish raute precision supplies weighing dosing systems plants changing name lahti precision,neutral
1023,hk ruokatalo target know consumers,neutral
1024,finnish talvivaara mining co hel tlv v said thursday picked bofa merrill lynch jpmorgan nyse jpm joint bookrunners planned issue convertible notes worth eur m usd m,neutral
1025,industry coming interesting fork road handset manufacturers wireless carriers attempt serve portal web based service wireless handset wrote,neutral
1026,sanoma learning literature offering print digital learning materials present eleven countries,neutral
1027,split number k shares number shares,neutral
1028,capman plc press release march jukka ruuska president omx nordic exchanges stockholm stock exchange transfer capman effective later september,neutral
1029,agreement valid four years,neutral
1030,value order eur mn,neutral
1031,upon completion sale proha would get usd stake artemis,neutral
1032,leed internationally recognized green building certification system developed u s green building council,neutral
1033,teleste set divided broadband cable networks video networks business areas,neutral
1034,investment would eur m,neutral
1035,value contract eur mn,neutral
1036,financial strategic operational factors considered,neutral
1037,investments product development stood mln euro mln,neutral
1038,first two project phases expected completed end,neutral
1039,employee negotiations address measures needed adjust operations present production situation,neutral
1040,based helsinki finland ramirent branches nordic central eastern european countries,neutral
1041,poyry contract includes engineering management civil detail engineering services time scheduling procurement services,neutral
1042,luna took fifth place six under shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highest placed british finisher sharing seventh place three under shooting,neutral
1043,value multi year agreement eur mn year,neutral
1044,purchase price paid cash upon closure transaction scheduled april,neutral
1045,ebrd using funds provide million loan b portion million euros syndicated two finnish commercial banks nordea bank finland plc pohjola bank plc,neutral
1046,upm kymmene said indicated interest domestic consolidations,neutral
1047,reductions concluded autumn,neutral
1048,stock exchange announcement july basware share subscriptions warrants increase share capital total shares subscribed basware warrant program,neutral
1049,details provided,neutral
1050,combined value orders eur mn,neutral
1051,jun boy genius report delivered newstex nokia nyse nok n huh,neutral
1052,bertrand sciard vice chairman board directors aldata solution since april,neutral
1053,part agreement employees john deere forestry documentation functions transfer dokumentori oy,neutral
1054,okmetic used furnaces contract manufacturing solar crystals,neutral
1055,acquisition sum disclosed,neutral
1056,invention carries international patent publication,neutral
1057,tekla provides software building infrastructure engineering focus building information modelling steel concrete structures design construction,neutral
1058,company specialises temporary electrification heating construction sites,neutral
1059,posted turnover mln euro mln operating profit mln euro mln,neutral
1060,financial terms n t disclosed,neutral
1061,company supposed deliver machinery veneer mill tomsk region russia,neutral
1062,total size complex around project constructed stages,neutral
1063,customers access integrated propeller gear packages one source,neutral
1064,one also apply jobs directly ipad select cv attach covering letter appropriate position,neutral
1065,dialing participants quote conference id,neutral
1066,negotiations concern personnel cencorp corporation singulase oy whole finland sweden company said,neutral
1067,sunrise resources operates russian near shore development markets wholly owned russian subsidiary personnel russia,neutral
1068,transaction m real metsa botnia upm,neutral
1069,currently trainers house revenues attributed finnish market,neutral
1070,finland technopolis planning bring first section technopark stream st petersburg end kari mikkonen vice president technopolis told reporters helsinki,neutral
1071,measures taken cause one time costs final part,neutral
1072,choose giant countdown red head rainbow trout giant shad rap perch color,neutral
1073,meanwhile alfa owns megafon altimo turkcell via stake cukurova holding,neutral
1074,mr jortikka president base metal division outotec oyj finland executive committee outotec,neutral
1075,share capital basware corporation,neutral
1076,audio webcast available live archived cerner web site www cerner com,neutral
1077,five different game modes co op tournaments player split screen multiplayer modes players much fun would actually fishing,neutral
1078,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia,neutral
1079,august sampo stake nordea,neutral
1080,group net sales eur,neutral
1081,quality chargers chargz brand sold selected retail stores sales locations world wide,neutral
1082,report full year results august,neutral
1083,value order nearly eur m,neutral
1084,helsinki may finnish company lemminkainen oyj hel lem s said today construct office building toolonlahti downtown helsinki without disclosing financial details,neutral
1085,kemira recorded revenue approximately eur billion staff,neutral
1086,according sweden minister local government financial markets mats odell decision sell state shares telecom group teliasonera carried cooperation state finland,neutral
1087,company share quoted nasdaq omx helsinki rautaruukki oyj rtrks,neutral
1088,penttil vision important reason transaction russia,neutral
1089,seats would go edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sports goods business,neutral
1090,combined company pro forma net sales mln euro mln operating profit mln euro mln,neutral
1091,machine annual production capacity tonnes super calendered magazine paper paper grades based recovered fiber stora enso said,neutral
1092,ixonos finance acquisition mln euro mln loan,neutral
1093,currently operates fleet eight carriers well nine pushers barges,neutral
1094,like mechanical pipettors biohit also proline plus ce ivd marked comes year warranty,neutral
1095,kemira installation nordalu producing tons liquid solid aluminum waste per year,neutral
1096,panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fees paid shares way shares transferred quarterly basis date following publication quarterly annual report,neutral
1097,net sales power plants business eur million,neutral
1098,total stock options issued stock option scheme,neutral
1099,cash flow operating activities investments eur million,neutral
1100,shares held company group companies number outstanding shares voting rights attached shares thus amounts,neutral
1101,expected completed end,neutral
1102,rental agreement stockmann committed invest building bridge gogol street build underground tunnel crossing street,neutral
1103,corrensponds percent okmetic share capital voting rights,neutral
1104,swedish subsidiary holds net smelter return nsr royalties two advanced copper projects northern sweden viscaria adak projects developed avalon minerals ltd asx avi,neutral
1105,report profiles companies including many key niche players worldwide black decker corporation fiskars corporation fiskars brands inc husqvarna outdoor products inc k s group ryobi technologies inc scotts miracle gro company van group inc,neutral
1106,conference call participate via conference call please dial minutes beginning event europe usa,neutral
1107,service pricing details disclosed,neutral
1108,founded bioview automates laboratory tests especially diagnostic tests cancer,neutral
1109,facility used refinance citycon existing credit facility company said,neutral
1110,p m central office nordea bank ya ulitsa yamskogo polya building telephone ext unimilk egm xvi international business summit food business russia take place,neutral
1111,new shares subscribed stock options shareholder rights commence date entered trade register,neutral
1112,equipment manufactured vaahto workshop hollola finland scheduled shipments first quarter,neutral
1113,capman six investment areas capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team funds,neutral
1114,arena partners oy development company electronic business,neutral
1115,raisio site main production plants well company headquarters,neutral
1116,building house product development test laboratories,neutral
1117,apartments yit home may purchased regions russia yit subsidiaries carry activities moscow moscow region st petersburg ekaterinburg kazan rostov on don,neutral
1118,method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland,neutral
1119,share subscription period expire september,neutral
1120,recent technology deliveries include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plants bhushan steel,neutral
1121,succeed krister kylas decided leave teliasonera,neutral
1122,union company officials return calls yesterday,neutral
1123,basware business transactions service enables customer receive send invoices electronic format,neutral
1124,company net sales eur million today approximately employees finland estonia poland,neutral
1125,acquired plant annual capacity tonnes production sold domestic customers,neutral
1126,order values eur mn consists design services hardware software licences,neutral
1127,presentation material viewed company website english conference,neutral
1128,firm headquartered vantaa southern finland employees,neutral
1129,etteplan turnover eur,neutral
1130,coffee served starting eet well event,neutral
1131,construction scheduled start april june completed early,neutral
1132,continued operations mean structure restructuring aspocomp group including aspocomp oulu headquarter operations,neutral
1133,elisa corporation disclose financial statements thursday february,neutral
1134,percentages shares voting rights calculated proportion total number shares registered trade register total number voting rights related,neutral
1135,berling capital umo capital veikko laine biggest shareholders amanda capital,neutral
1136,webcast may followed online company website www ruukki com investors,neutral
1137,corresponds percent okmetic share capital voting rights,neutral
1138,joined rautakirja lead one four business areas took position president ceo,neutral
1139,shares represented total share capital total voting rights,neutral
1140,rfid radio frequency identification method so called intelligent transport whereby information read saved remotely,neutral
1141,goodwill intangible assets account mln euro mln purchase price pct payable aspo shares,neutral
1142,mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holdings co ltd srv group,neutral
1143,finnish sampo rosenlew manufactures approximately seven forest machines monthly half machines exported,neutral
1144,marimekko considering measures matter,neutral
1145,fine print,neutral
1146,selling information systems development business finns,neutral
1147,enterprise value maritim food determined approximately eur m,neutral
1148,company says measures longer needed,neutral
1149,target company tieto corporation business identity code date change holding january portion shares votes current group holding op pohjola group central cooperative opk shares represents shares voting rights,neutral
1150,company expects meat purchases remain mn kilos,neutral
1151,group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit,neutral
1152,l nnen tehtaat food division reorganised two strategic business units apetit frozen foods jams apetit fish,neutral
1153,sullivan said boards really involve lot work people get paid time,neutral
1154,complete name shareholder otto henrik bernhard nyberg information amount shares transferred corresponds total number shares aspo plc,neutral
1155,contract covers turnkey deliveries five airports operated authority john f kennedy laguardia newark teterboro stewart international,neutral
1156,capman four investment areas capman buyout capman technology capman life science capman real estate dedicated team,neutral
1157,employees would remain oulu plant support functions group units,neutral
1158,include software development internet mobile telephone content communications value added software financial services security applications systems integration electronics,neutral
1159,share capital biotie therapies corp constitutes shares aggregate number voting rights attached shares amounts,neutral
1160,subsidiary responsible filter sales local assembly filters market services china,neutral
1161,scopi chief business excellence officer eng,neutral
1162,capman offices helsinki stockholm copenhagen oslo manages nordic buyout mezzanine technology life science real estate funds approximately eur bn total capital,neutral
1163,meeting media analysts held day a m stonesoft headquarters helsinki italahdenkatu interim report presented stonesoft ceo ilkka hiidenheimo,neutral
1164,samsung mobile applications store launched january samsung mobile innovator program enables mobile software developers create applications use across samsung mobile devices,neutral
1165,established capman manages nordic buyout mezzanine technology life science real estate funds approximately euro billion billion total capital,neutral
1166,liquid handling segment offers laboratory equipment accessories including mechanical electronic pipettes disposable tips used research institutions universities hospitals well pharmaceutical food industries biohit brand,neutral
1167,company generates net sales mln euro mln annually employs,neutral
1168,way industry starting point consumers needs,neutral
1169,aker yards finland begin using chinese subcontractors finnish shipyards,neutral
1170,financial details acquisition disclosed,neutral
1171,total value contract eur mn,neutral
1172,glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operates finland,neutral
1173,helsinki october ssh communications security corp board directors information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,neutral
1174,however two previously ordered sets start producing electricity end october said,neutral
1175,according business media reports usmanov planned transfer megafon stake state controlled svyazinvest exchange stake merged rostelecom,neutral
1176,nordstjernan make offer approximately one month september,neutral
1177,company board directors would propose dividend eur per share,neutral
1178,used control speed electric motors used industry municipal engineering power generation using renewable energy,neutral
1179,natural source isoprene tree species hevea brasiliensis also known rubber tree,neutral
1180,company model based developer contracting construction projects customer focused project management,neutral
1181,company headquartered sievi finland listed nordic exchange helsinki,neutral
1182,kesko stores engaged chain operations nordic baltic countries russia belarus,neutral
1183,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse,neutral
1184,composite body coated hard coating layer produced thermal spraying coating ground,neutral
1185,cranes would installed onboard two freighters ordered singaporean ship owner masterbulk,neutral
1186,founded quatrocon clientele consists public sector builders central trading companies major construction firms,neutral
1187,capman haavisto responsible group finances accounting,neutral
1188,inventors bylander johan ponten fredrik lundberg jorgen,neutral
1189,financial details revealed,neutral
1190,company continuous need alloys nickel ferro chrome molybdenum manganese production said talvivaara,neutral
1191,new sepa cads replace finnish bank cards,neutral
1192,honkarakenne mainly exports large luxury log houses russia used one family houses holiday homes sales go moscow region st petersburg region remainder locations,neutral
1193,total number voting rights,neutral
1194,parties agreed disclose price deal group said press release,neutral
1195,development technological park specialize telecommunications information technologies part state program formation technoparks hi tech sectors russia,neutral
1196,aim understand different traffic patterns based use building,neutral
1197,costanza light aluminum base washable shade comes white pistachio orange blue red,neutral
1198,company operates four principal divisions consumer packaging office papers speciality papers well market pulp energy,neutral
1199,far known sell shares owns personally,neutral
1200,project expected completed,neutral
1201,time investment fully leased several tenants,neutral
1202,check make bid deka showroom fortitude valley,neutral
1203,tielinja generated net sales mln euro mln,neutral
1204,amount included pensionable salary,neutral
1205,benefon turn salo unit b b business unit establish b c business unit uk,neutral
1206,solution installed usa support north american operations customer,neutral
1207,published globes online israel business news www globes online com november copyright globes publisher itonut ltd,neutral
1208,total value deliveries eur m,neutral
1209,proposal shareholders elect mr hannu krogerus board based long unrivalled experience knowledge matters related elcoteq,neutral
1210,new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel markings methods producing,neutral
1211,cs cabot main consumers czech slovak market tires producers barum continental matador continental,neutral
1212,network test business part elektrobit test automation business segment employs people finland people abroad mainly us asia,neutral
1213,cramo service company specialising construction machinery equipment rental rental related services well rental sale modular space,neutral
1214,terms conditions stock option scheme available company internet pages www sanoma com,neutral
1215,hand painted resin real trebles cm long cm deep top bottom middle hook,neutral
1216,mr mcdonald started evening set featuring hits solo career doobie brothers years selection r b cover songs met mixed results,neutral
1217,board directors authorized decide terms share issue,neutral
1218,financial details n t disclosed,neutral
1219,according finnish fim bank alpro price would around eur mn mn,neutral
1220,terms acquisition disclosed,neutral
1221,per share subscription price shares subscribed option rights eur,neutral
1222,products include consumer electronics devices mobile phones accessories set top boxes flat panel tvs well system solutions products infrastructure systems modules industrial segment products,neutral
1223,company poser wants impress people latest handset,neutral
1224,cohen steers inc shares representing share capital voting rights,neutral
1225,investment worth approximately eur mn,neutral
1226,enterprise value fray bentos pulp mill forestal oriental totals approximately euro billion upm said,neutral
1227,restructuring upm average paper machine capacity europe tons short tons coated magazine paper tons short tons coated fine paper,neutral
1228,cameco typically prices sales contracts using ratio fixed prices spot prices,neutral
1229,payment date march,neutral
1230,currently terminator lures produced subcontract facility mexico manufacturing transferred rapala factory shenzhen china,neutral
1231,salcomp charger manufacturing plant india located nokia telecom park state tamil nadu eastern part india,neutral
1232,cosmetics collection includes eye shadow face powder lip gloss mascara accessories,neutral
1233,terms disclosed,neutral
1234,contract also includes installation work new multistorey carpark close vehicles,neutral
1235,company serves customers various industries including process resources industrial machinery architecture building construction electrical transportation electronics chemical petrochemical energy information technology well catering households,neutral
1236,huge issue us button placement,neutral
1237,barclays plc lse barc nyse bcs credit agricole sa epa aca cagr,neutral
1238,addition contract includes modification effluent treatment plant follum,neutral
1239,new novator products supposed exported,neutral
1240,moscow metro www mosmetro ru first metro system europe implement smart cards together new type magnetic card,neutral
1241,shareholder full name id code petri ailus born information please contact isto hantila ceo tel,neutral
1242,investments disclosed,neutral
1243,acquisition wireless modem unit approximately employees transferred renesas electronics corporation,neutral
1244,company publish financial statement february,neutral
1245,equipment designated bollore africa logistics terminal societe d exploitation du terminal de vridi setv abidjan ivory coast delivery scheduled start march,neutral
1246,special events three counties four months hosted library system nine branch libraries,neutral
1247,renesas mobile europe ltd approximately employees oulu,neutral
1248,schwalm outotec com eila paatela vice president corporate communications tel mobile e mail eila,neutral
1249,need malware removal tools type url vendor choice directly browser bar use links website wrote trend micro rik ferguson monday,neutral
1250,company equipment rental portfolio consists primarily tools small mid sized customers construction industry,neutral
1251,net profit eur m company paid dividend eur apiece,neutral
1252,business section also includes ahlstrom sustainability report,neutral
1253,stora enso business north america annual capacity million tons employs people,neutral
1254,metsaliitto sell million b shares neomarkka accounting pct neomarkka equity pct voting rights,neutral
1255,server responsible managing devices user accounts desktop client application enables remote access mobile phones,neutral
1256,ahlstrom employees serve customers via sales offices production facilities countries six continents,neutral
1257,boomerang boats net sales eur mn made operating profit eur mn,neutral
1258,com possibly also photo msn,neutral
1259,incap contract manufacturing subsidiary incap corporation finland,neutral
1260,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,neutral
1261,value contract eur poyry headquartered vantaa finland provides consulting engineering services energy forestry infrastructure environment sectors,neutral
1262,sanoma announced stock option scheme december,neutral
1263,study evaluated safety tolerability pharmacokinetics repeated doses intravenously administered antibody patients active plaque psoriasis,neutral
1264,deal covers stockmann auto oy ab sales after sales services concerning volkswagen audi helsinki espoo vantaa,neutral
1265,corrected chapter entirety,neutral
1266,basware finances acquisition bank loan,neutral
1267,report goes provide detailed profiles ten leading european specialty chemicals companies brief profiles major players,neutral
1268,production scheduled start end april,neutral
1269,plant collect raw material baltic sea region,neutral
1270,mill capacity produce tonnes pulp per year,neutral
1271,outotec delivery covers engineering supply construction circulating fluid bed calcination plant capacity tons alumina per day,neutral
1272,addition kazakh delegation visit finland sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc activities,neutral
1273,commission said hydrogen peroxide pbs market worth million euros,neutral
1274,mr kari stadigh carry chairman board mr matti arteva vice chairman,neutral
1275,cramo plc service company specialising construction machinery equipment rental rental related services well rental sale modular space,neutral
1276,also includes installation new equipment training start up services well service work shoe press delivered vaahto,neutral
1277,chilled meat products category led meat fish poultry market finland accounting share,neutral
1278,lemiste city environment knowledge based economy providing work people total turnover companies amounting eek bn said lo p rnits chairman supervisory board lemiste city mainor,neutral
1279,quartal oy owns shares satama interactive plc represents per cent share capital voting rights,neutral
1280,igor oleg yankov currently manage moron vitim hold onto stake,neutral
1281,contract allotted per lowest price criteria,neutral
1282,simmons elected dcuc chairman portsmouth n h gordon simmons ceo service credit union elected chairman defense credit union council term,neutral
1283,autotank group part aspo systems division,neutral
1284,presentation materials posted company website www seahawkdrilling com investor relations section webcast presentations tab,neutral
1285,includes eur mn change fair value investment properties,neutral
1286,isms disclose financial results daily said,neutral
1287,rsa shares closed p time going press,neutral
1288,return flights stuttgart every morning well evening departures thursdays fridays sundays,neutral
1289,report contains category level company brand share well distribution share information,neutral
1290,orders also include high power drives control seismic compressors,neutral
1291,contract incorporates convergent charging rating solution voice data includes internet gprs sms mms wap,neutral
1292,completed meter watchtower highest building ireland,neutral
1293,unit prices straddle carriers vary eur eur company added,neutral
1294,amanda capital investments private equity funds unquoted companies mainly europe,neutral
1295,neste shipping likely remain finnish oil sector transports significant emergency supply,neutral
1296,firm uk head office rugby road lutterworth,neutral
1297,elcoteq expects net sales last quarter level third quarter,neutral
1298,arrangements apply group units outside finland,neutral
1299,timo penttila appointed new manager responsible asset management nordea institutional customers finland,neutral
1300,company employees annual turnover eur vaahto group listed nordic exchange helsinki,neutral
1301,company operates power plants tyumen chelyabinsk regions khanty mansi autonomous district,neutral
1302,vaisala headquartered helsinki finland develops manufactures electronic measurement systems meteorology environmental sciences traffic industry,neutral
1303,honkarakenne also decided yesterday sell b series shares key staff members eur per share,neutral
1304,prothious engineering www prothious com employs large portfolio projects annual detailing capacity tonnes,neutral
1305,figure includes change fair value property portfolio eur million,neutral
1306,combined value planned investments eur mn,neutral
1307,firm services include copying printing cad modelling digital printing scanning sokopro project bank courier services,neutral
1308,foodservice consumer goods markets served approximately people manufacturing units several sales offices countries,neutral
1309,transaction expected finalized dec,neutral
1310,founded strand associates provides civil environmental transportation electrical mechanical engineering services employees offices wisconsin alabama illinois indiana kentucky ohio,neutral
1311,volume investments two phases project estimated usd mn eur mn,neutral
1312,order valued eur m,neutral
1313,pharmaceutical market czech republic global research data services published recently market analysis pharmaceutical markets czech republic,neutral
1314,gypsii service supports ten different languages including korean russian,neutral
1315,den bosch based tomtom europe largest maker automotive navigation devices cayman islands based garmin larger u s overall,neutral
1316,huhtamaki rigid plastic consumer goods operations mainly europe separated new reporting segment january,neutral
1317,business transfer take effect january connection employees transfer elisa daxtum continuing employees,neutral
1318,dividends payable annually shall deducted share subscription price,neutral
1319,operations sold include manufacturing units finland france poland turkey well sales units germany lithuania,neutral
1320,new company diapol s r l would manufacture tools meant glass stone pre processing,neutral
1321,april cencorp employees territory,neutral
1322,ebrd using funds provide mln loan b portion mln euros syndicated two finnish commercial banks nordea bank finland plc mln euros pohjola bank plc mln euros,neutral
1323,change holdings accordance chapter section finnish securities markets act described,neutral
1324,valmet automotive reports net sales eur mn operating profit eur mn,neutral
1325,november finnish paints coatings company tikkurila oyj hel tik v said today finnish state owned investment company solidium oy sold stake company total eur m,neutral
1326,thus group balance sheet eur goodwill company added,neutral
1327,broad based wig index ended thursday session pct pts blue chip wig pts,neutral
1328,preliminary estimation technology park measure square meters,neutral
1329,products include personal communications products mobile phones parts home communications products set top boxes electronics flat panel tvs well communications networks products base stations tower top amplifiers microwave systems,neutral
1330,headquartered city company nearly years old focuses science based innovation technology environmental measurement,neutral
1331,order includes new crecent former headbox reel,neutral
1332,site cover six hectares,neutral
1333,cash flow operating activities investments eur million eur million,neutral
1334,company also appointed leif rosen head special plate unit includes quarto plate units degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors,neutral
1335,new arrangement customer responsibilities become mainly regional,neutral
1336,according gran company plans move production russia although company growing,neutral
1337,years color orange become synonymous quality,neutral
1338,rihko started manage raisio benecol business summer heading tobacco company altadis european operations,neutral
1339,contract includes design construction delivery equipment installation commissioning,neutral
1340,sale price disclosed,neutral
1341,aspo group structure business operations continually developed without predefined schedules,neutral
1342,include software development internet mobile telephone content communications value added software financial services security applications systems integration electronics ebrd informed,neutral
1343,according notification holdings ameriprice inc group companies total shares represent tekla shares voting rights,neutral
1344,sanoma buyer target said,neutral
1345,square metre technology center located near university tampere central tampere,neutral
1346,lcs services cover whole life cycle software information systems process modelling tailored software development hosting services solution management maintenance support,neutral
1347,redesigned crushing circuit operation since start september overall production rate weekly basis excess average tonnes day,neutral
1348,talentum disclose three interim reports q january march friday april q april june friday july q july september friday october,neutral
